,Rank,Player,Team,Position,Games,Statistics,Goals ⇵,Shots ⇵,Shooting Accuracy ⇵,Season
338,339,Marvin Meinking,NLB,Right Wing,1,,,,,2021/22
339,340,Nils Greilich,LEI,Left Wing,1,,0,1,0.00 %,2021/22
340,341,Joel Wunsch,HAN,Left Wing,2,,,,,2021/22
341,342,Lasse Siebel,TVB,Right Wing,1,,,,,2021/22
342,343,Niklas Knüttel,NLB,Pivot,1,,,,,2021/22
343,344,Torben Hübke,SGF,Pivot,1,,0,0,,2021/22
344,345,Ben Wollert,NLB,Goalkeeper,2,,0,0,,2021/22
345,346,Felix Eißing,SCM,Right Wing,2,,,,,2021/22
346,347,Daniel Wuzella,SGF,Centre Back,1,,,,,2021/22
347,348,Benjamin Burić,SGF,Goalkeeper,32,,0,0,,2021/22
348,349,Silvio Heinevetter,MTM,Goalkeeper,34,,0,0,,2021/22
349,350,Mikael Appelgren,RNL,unknown,13,,0,0,,2021/22
350,351,Dario Quenstedt,THW,Goalkeeper,33,,0,0,,2021/22
351,352,Finn Lemke,MTM,Left Back,4,,0,0,,2021/22
352,353,Mark Bult,SGF,Right Back,3,,,,,2021/22
353,354,Michael Haßferter,HCE,Goalkeeper,3,,0,0,,2021/22
354,355,Carsten Lichtlein,GWD,Goalkeeper,34,,0,0,,2021/22
355,356,Florian von Gruchalla,HCE,Right Wing,2,,,,,2021/22
356,357,Jonas Maier,HSV,Goalkeeper,3,,0,0,,2021/22
357,358,Kim Sonne-Hansen,HCE,Goalkeeper,9,,0,0,,2021/22
358,359,Joel Birlehm,RNL,Goalkeeper,16,,0,0,,2021/22
359,360,Joel Birlehm,LEI,Goalkeeper,18,,0,0,,2021/22
360,361,Primož Prošt,TVB,Goalkeeper,12,,0,1,0.00 %,2021/22
361,362,Martin Ziemer,HCE,Goalkeeper,28,,0,0,,2021/22
362,363,Jens Vortmann,HSV,Goalkeeper,30,,0,1,0.00 %,2021/22
363,364,Thomas Oehlrich,BER,Pivot,1,,0,0,,2021/22
364,365,Benedikt Kellner,HCE,Centre Back,6,,0,0,,2021/22
365,366,Blazenko Lackovic,HSV,Left Back,1,,,,,2021/22
366,367,Niklas Landin Jacobsen,THW,Goalkeeper,31,,0,2,0.00 %,2021/22
367,368,,BER,unknown,23,,,,,2021/22
368,369,Matthias Ritschel,HAN,Goalkeeper,7,,0,0,,2021/22
369,370,Gleb Kalarash,HBW,Pivot,6,,0,1,0.00 %,2021/22
370,371,Tom Wolf,NLB,Left Back,7,,0,10,0.00 %,2021/22
371,372,Miljan Pusica,GWD,Left Back,3,,,,,2021/22
372,373,Patrick Gempp,WET,Pivot,3,,,,,2021/22
373,374,Finn Zecher,TBV,Goalkeeper,34,,0,0,,2021/22
374,375,Fredrik Genz,BER,Goalkeeper,31,,0,0,,2021/22
375,376,Janis Boieck,HCE,Goalkeeper,1,,0,0,,2021/22
376,377,Moritz Ende,BER,Right Wing,4,,0,0,,2021/22
377,378,Jan-Luca Mauch,TVB,Right Back,1,,,,,2021/22
378,379,Christian Ole Simonsen,LEI,Goalkeeper,1,,,,,2021/22
379,380,Linus Geis,TBV,Left Back,11,,0,2,0.00 %,2021/22
380,381,Ilija Abutovic,RNL,Left Back,32,,0,0,,2021/22
381,382,Urban Lesjak,HAN,Goalkeeper,31,,0,2,0.00 %,2021/22
382,383,Sebastian Klein,FAG,Goalkeeper,8,,0,0,,2021/22
383,384,Luka Baumgart,SCM,Centre Back,1,,0,0,,2021/22
384,385,Luis Plymford Foege,TVB,Right Back,5,,,,,2021/22
385,386,Yannik Bialowas,HCE,Left Wing,1,,,,,2021/22
386,387,Felix Wernlein,HAN,Goalkeeper,3,,,,,2021/22
387,388,Dustin Kraus,BER,Left Back,1,,,,,2021/22
388,389,Joonas Klama,BHC,Goalkeeper,4,,,,,2021/22
389,390,Tobias Thulin,TVB,Goalkeeper,28,,0,0,,2021/22
390,391,Luca Munzinger,HBW,Right Back,7,,0,2,0.00 %,2021/22
391,392,Lasse Ludwig,BER,Goalkeeper,3,,0,0,,2021/22
392,393,Jonas Leppich,BHC,Pivot,2,,,,,2021/22
393,394,Timon Mühlenstädt,TBV,Goalkeeper,5,,0,0,,2021/22
394,395,Tim Kaulitz,FAG,Left Wing,2,,,,,2021/22
395,396,Klemen Ferlin,HCE,Goalkeeper,28,,0,1,0.00 %,2021/22
396,397,,FAG,unknown,19,,,,,2021/22
397,398,Aljosa Rezar,NLB,Goalkeeper,34,,0,1,0.00 %,2021/22
398,399,Philip Saggau,THW,Goalkeeper,5,,0,0,,2021/22
399,400,Philipp Wäger,THW,Left Back,1,,,,,2021/22
400,401,Matthis Blum,RNL,Centre Back,1,,0,0,,2021/22
401,402,Tim Freihöfer,BER,Left Wing,1,,,,,2021/22
402,403,David Späth,RNL,Goalkeeper,9,,0,0,,2021/22
403,404,Ben Beekmann,MTM,Left Wing,4,,0,0,,2021/22
404,405,Miljan Vujovic,TVB,Goalkeeper,13,,0,1,0.00 %,2021/22
405,406,Timo Stoyke,GWD,Pivot,2,,0,0,,2021/22
406,407,Francisco Pereira,BER,Right Wing,1,,,,,2021/22
407,408,Paul Bones,LEI,Centre Back,1,,,,,2021/22
408,409,Franz Häcker,LEI,unknown,1,,,,,2021/22
409,410,Nils Schröder,HAN,Pivot,2,,,,,2021/22
410,411,Staffan Peter,LEI,Right Wing,1,,,,,2021/22
411,412,Tim Bauder,HCE,Left Wing,1,,,,,2021/22
412,413,Ron Yunis Dieffenbacher,BER,Pivot,4,,0,0,,2021/22
413,414,Elias Scholtes,RNL,Right Back,2,,,,,2021/22
414,415,Gennadiy Komok,WET,Goalkeeper,9,,0,0,,2021/22
415,416,Leon Boczkowski,WET,Centre Back,6,,0,1,0.00 %,2021/22
416,417,Alexander Pinski,HSV,Goalkeeper,1,,0,0,,2021/22
417,418,Robert Timmermeister,RNL,Left Back,2,,,,,2021/22
418,419,Alex Wolfgang Most,HSV,Pivot,3,,,,,2021/22
419,420,Maduwuike Okpara,WET,Pivot,5,,0,0,,2021/22
420,421,Florian Potzkai,MTM,Right Wing,1,,0,0,,2021/22
421,422,Jannis Schnitter,HSV,Left Back,1,,,,,2021/22
422,423,Bendiks Bo Asmuß,SGF,Goalkeeper,1,,0,0,,2021/22
423,424,Ben Connar Battermann,THW,Left Back,1,,0,2,0.00 %,2021/22
424,425,Thore Feit,HSV,Pivot,3,,0,0,,2021/22
425,426,Magnus Holpert,GWD,Centre Back,2,,,,,2021/22
426,427,Finn-Lukas Leun,LEI,Right Back,2,,0,1,0.00 %,2021/22
427,428,Mika Laurin Sajenev,LEI,Pivot,1,,,,,2021/22
428,429,Niko Blaauw,TBV,Centre Back,27,,0,7,0.00 %,2021/22
429,430,Filip Baranasic,HBW,Goalkeeper,2,,0,0,,2021/22
430,431,Alexej Demerza,GWD,Left Back,1,,,,,2021/22
431,432,Renars Uscins,SCM,Right Back,1,,,,,2021/22
432,433,Thore Oetjen,TBV,Pivot,1,,0,0,,2021/22
433,434,Joshua Scheiner,TVB,Goalkeeper,1,,0,0,,2021/22
434,435,Matteo Ehlers,HAN,Left Back,6,,0,0,,2021/22
435,436,Koray Ayar,HAN,Pivot,10,,0,0,,2021/22
436,437,Christian Herz,TBV,Left Back,1,,,,,2021/22
437,438,Julian Buchele,FAG,Goalkeeper,3,,0,0,,2021/22
438,439,Mats Grupe,RNL,Goalkeeper,5,,0,0,,2021/22
439,440,Yannik Wissmann,TVB,Left Wing,2,,,,,2021/22
440,441,Hark Hansen,TBV,Right Back,3,,,,,2021/22
441,442,Fynn-Lukas Hermeling,GWD,Left Back,2,,,,,2021/22
442,443,Lucas Grabitz,GWD,unknown,2,,0,0,,2021/22
443,444,Ole Günther,GWD,Right Back,1,,,,,2021/22
444,445,Håvard Åsheim,NLB,Goalkeeper,32,,0,0,,2021/22
445,446,Leve Carstensen,TBV,Left Wing,1,,,,,2021/22
