,Rank,Player,Team,Position,Games,Statistics,Goals ⇵,Shots ⇵,Shooting Accuracy ⇵,Season
341,342,Frederik Simak,BER,Left Back,8,,0,1,0.00 %,2017/18
342,343,Lasse Hasenforther,GUM,Goalkeeper,7,,0,0,,2017/18
343,344,Piotr Grabarczyk,NLB,Pivot,24,,0,0,,2017/18
344,345,Rasmus Lind,SGF,Goalkeeper,10,,0,0,,2017/18
345,346,Gorazd Škof,HCE,Goalkeeper,33,,0,2,0.00 %,2017/18
346,347,Lucas Firnhaber,THW,Right Back,3,,0,0,,2017/18
347,348,Tom Landgraf,THW,Goalkeeper,2,,0,0,,2017/18
348,349,Fredrik Genz,BER,Goalkeeper,3,,,,,2017/18
349,350,Jannes Krone,HAN,Right Wing,6,,0,2,0.00 %,2017/18
350,351,Vincent Büchner,HAN,Left Wing,12,,0,0,,2017/18
351,352,Luis Villgrattner,GUM,Left Back,6,,0,1,0.00 %,2017/18
352,353,Albin Xhafolli,GUM,Right Wing,7,,,,,2017/18
353,354,Justus Richtzenhain,GWD,Pivot,2,,,,,2017/18
354,355,Kuno Schauer,BER,Left Back,3,,0,0,,2017/18
355,356,Philipp Walzik,HCE,unknown,1,,0,0,,2017/18
356,357,Maximilian Kessler,RNL,unknown,4,,,,,2017/18
357,358,Joshua Thiele,HAN,Pivot,10,,0,0,,2017/18
358,359,Nick Lehmann,TVB,Goalkeeper,11,,0,0,,2017/18
359,360,Johannes Krüger,SGF,unknown,4,,,,,2017/18
360,361,Tim Ruggiero-Matthes,BER,Left Wing,1,,,,,2017/18
361,362,Nick Haspinger,TVB,unknown,3,,,,,2017/18
362,363,Malte Nolting,GWD,Pivot,1,,,,,2017/18
363,364,Jonas Zollitsch,GWD,unknown,1,,0,0,,2017/18
364,365,Rene Glöckner,NLB,unknown,2,,,,,2017/18
365,366,Christian Ole Simonsen,LEI,unknown,2,,0,0,,2017/18
366,367,Jannek Klein,SGF,Right Back,2,,,,,2017/18
367,368,Tim Wendt,THW,unknown,1,,0,0,,2017/18
368,369,Daniel Sdunek,TVB,Goalkeeper,5,,0,0,,2017/18
369,370,Fabian Meyfarth,MTM,Goalkeeper,4,,,,,2017/18
370,371,Florian Wagner,HCE,unknown,7,,0,0,,2017/18
371,372,Sebastian Rica-Kovac,TVB,unknown,1,,,,,2017/18
372,373,Leon Friedl,TVH,Centre Back,1,,,,,2017/18
373,374,Julius Rose,TBV,Left Back,10,,0,2,0.00 %,2017/18
374,375,Tim Lauer,TVH,Centre Back,10,,0,0,,2017/18
375,376,Malvin Werth,TVH,Pivot,1,,0,0,,2017/18
376,377,Yonatan Dayan,GUM,Centre Back,1,,,,,2017/18
377,378,Moritz Jebram,TBV,Pivot,1,,,,,2017/18
378,379,Linus Geis,TBV,Left Back,1,,,,,2017/18
379,380,Malte Donker,HAN,Right Back,2,,0,0,,2017/18
380,381,Michael Hoppe,LUD,unknown,1,,,,,2017/18
381,382,Johannes Haymo Jepsen,SGF,Goalkeeper,1,,,,,2017/18
382,383,Leon Hoblaj,LUD,Goalkeeper,1,,0,0,,2017/18
383,384,Justin Kurch,SCM,Pivot,1,,,,,2017/18
384,385,Pierre Busch,GUM,Right Wing,1,,,,,2017/18
385,386,David Cyrill Akakpo,BER,Right Wing,1,,,,,2017/18
386,387,Kristian Bliznac,RNL,unknown,27,,0,0,,2017/18
387,388,Jonas Gertges,GWD,Left Wing,2,,,,,2017/18
