,Rank,Player,Team,Position,Games,Statistics,Goals ⇵,Shots ⇵,Shooting Accuracy ⇵,Season
340,341,Noel Hoepfner,WET,Left Back,2,,0,0,,2023/24
341,342,Dalio Uskok,TVB,Centre Back,1,,,,,2023/24
342,343,Ben Lubbadeh,WET,Left Wing,1,,,,,2023/24
343,344,Philip Würz,GUM,Pivot,2,,,,,2023/24
344,345,Robin Pfeil,SCM,Left Wing,1,,,,,2023/24
345,346,Torge Wloch,HSV,Pivot,2,,0,1,0.00 %,2023/24
346,347,Louis Dück,HBW,Pivot,1,,,,,2023/24
347,348,Mykola Protsiuk,GUM,unknown,5,,0,1,0.00 %,2023/24
348,349,Tobias Buck,HCE,Left Back,7,,0,3,0.00 %,2023/24
349,350,Thorge Lutze,HAN,Left Back,2,,,,,2023/24
350,351,Lucca Bialowas,HCE,Centre Back,1,,,,,2023/24
351,352,Marius Göbner,WET,Goalkeeper,3,,0,0,,2023/24
352,353,Leonard Zink,HAN,Right Back,5,,,,,2023/24
353,354,Moritz Fink,FAG,Left Wing,1,,,,,2023/24
354,355,Lasse Andresen,HAN,Goalkeeper,4,,0,0,,2023/24
355,356,Mikael Aggefors,SCM,Goalkeeper,7,,0,0,,2023/24
356,357,Ralfs Geislers,TBV,Centre Back,1,,,,,2023/24
357,358,Soeren Servos,BHC,Left Back,2,,,,,2023/24
358,359,Szymon Wagner,HAN,Goalkeeper,1,,0,0,,2023/24
359,360,Teo Mestrovic,HBW,Goalkeeper,2,,0,0,,2023/24
360,361,Carl Beck,MTM,Goalkeeper,1,,,,,2023/24
361,362,Benedikt Israel,GUM,Left Wing,1,,,,,2023/24
362,363,Daniel Guretzky,LEI,Goalkeeper,2,,0,0,,2023/24
363,364,Renke Rohrweber,HAN,Right Wing,2,,,,,2023/24
364,365,Nils Greilich,LEI,Left Wing,3,,,,,2023/24
365,366,Torben Hübke,TBV,Pivot,4,,0,0,,2023/24
366,367,Torben Hübke,EIS,Pivot,6,,,,,2023/24
367,368,Till Wente,HBW,Left Back,3,,0,1,0.00 %,2023/24
368,369,Moritz Sauter,BER,Centre Back,2,,0,0,,2023/24
369,370,Silvio Heinevetter,TVB,Goalkeeper,33,,0,0,,2023/24
370,371,Mikael Appelgren,RNL,unknown,30,,0,0,,2023/24
371,372,Kevin Møller,SGF,Goalkeeper,34,,0,1,0.00 %,2023/24
372,373,Michael Haßferter,HCE,Goalkeeper,2,,0,0,,2023/24
373,374,Tomas Mrkva,THW,Goalkeeper,32,,0,1,0.00 %,2023/24
374,375,Joel Birlehm,RNL,Goalkeeper,31,,0,0,,2023/24
375,376,Manuel Späth,TVB,Pivot,2,,0,1,0.00 %,2023/24
376,377,Daniel Rebmann,GUM,Goalkeeper,34,,0,1,0.00 %,2023/24
377,378,Martin Ziemer,HCE,Goalkeeper,1,,0,0,,2023/24
378,379,Johannes Bitter,HSV,unknown,34,,0,0,,2023/24
379,380,Jerome Müller,TVB,Right Back,2,,0,0,,2023/24
380,381,Piotr Chrapkowski,SCM,Left Back,21,,0,0,,2023/24
381,382,Domenico Ebner,LEI,Goalkeeper,31,,0,2,0.00 %,2023/24
382,383,Finn Zecher,TBV,Goalkeeper,34,,0,0,,2023/24
383,384,Dominik Plaue,EIS,Goalkeeper,16,,0,0,,2023/24
384,385,Jan-Luca Mauch,TVB,Right Back,1,,,,,2023/24
385,386,Maximilian Kessler,RNL,Left Wing,3,,,,,2023/24
386,387,Mario Ruminsky,HBW,Goalkeeper,32,,0,1,0.00 %,2023/24
387,388,Urh Kastelic,TBV,Goalkeeper,34,,0,6,0.00 %,2023/24
388,389,Anadin Suljakovic,WET,Goalkeeper,25,,0,2,0.00 %,2023/24
389,390,Lukas Reichenbach,HAN,Goalkeeper,1,,0,0,,2023/24
390,391,Jannis Schneibel,EIS,Centre Back,8,,0,3,0.00 %,2023/24
391,392,Lasse Ludwig,BER,Goalkeeper,7,,0,0,,2023/24
392,393,Pascal Bochmann,LEI,Goalkeeper,3,,0,0,,2023/24
393,394,Tom Kare Nikolaisen,BHC,Pivot,1,,,,,2023/24
394,395,Kristian Sæverås,LEI,Goalkeeper,32,,0,0,,2023/24
395,396,Klemen Ferlin,HCE,Goalkeeper,31,,0,2,0.00 %,2023/24
396,397,Louis Oberosler,BHC,Goalkeeper,5,,0,0,,2023/24
397,398,Ben Beekmann,MTM,Left Wing,3,,,,,2023/24
398,399,Miljan Vujovic,TVB,Goalkeeper,34,,0,2,0.00 %,2023/24
399,400,Mohamed Essam Moustafa El-Tayar,HBW,Goalkeeper,33,,0,1,0.00 %,2023/24
400,401,Daniel Weber,HAN,Right Wing,2,,0,2,0.00 %,2023/24
401,402,Niklas Michalski,RNL,Right Wing,1,,,,,2023/24
402,403,Alexander Pinski,HSV,Goalkeeper,6,,0,0,,2023/24
403,404,Luca Alexander Schwormstede,THW,Left Back,3,,0,0,,2023/24
404,405,Ben Connar Battermann,THW,Left Back,5,,0,1,0.00 %,2023/24
405,406,Victor Kireev,BER,Goalkeeper,28,,0,0,,2023/24
406,407,Marin Sego,FAG,Goalkeeper,34,,0,0,,2023/24
407,408,Marcel Nowak,BER,Right Wing,2,,,,,2023/24
408,409,Maxim Orlov,BER,Left Back,1,,,,,2023/24
409,410,Tobias Schmitz,BHC,Left Wing,5,,0,2,0.00 %,2023/24
410,411,Julian Buchele,FAG,Goalkeeper,17,,0,0,,2023/24
411,412,Luca Hopfmann,LEI,Right Back,1,,,,,2023/24
412,413,Leonard Grazioli,WET,Goalkeeper,6,,0,0,,2023/24
413,414,Niklas Gautzsch,HAN,Left Back,2,,,,,2023/24
414,415,Bertram Obling,HCE,Goalkeeper,34,,0,0,,2023/24
415,416,Oleksii Tomashevskyi,TBV,Pivot,5,,,,,2023/24
416,417,Halil Jaganjac,RNL,Left Back,9,,0,0,,2023/24
417,418,Luca Tschentscher,TVB,Goalkeeper,1,,0,0,,2023/24
418,419,Simon Sejr,HBW,Goalkeeper,1,,0,0,,2023/24
419,420,Hakon Styrmisson,GUM,Left Wing,2,,,,,2023/24
