,Rank,Player,Team,Position,Games,Statistics,Goals ⇵,Shots ⇵,Shooting Accuracy ⇵,Season
339,340,Mathias Lenz,LUD,Goalkeeper,21,,0,0,,2018/19
340,341,Sebastian Walz,HCE,unknown,1,,,,,2018/19
341,342,Lasse Hasenforther,GUM,Goalkeeper,1,,0,0,,2018/19
342,343,Phil Döhler,SCM,Goalkeeper,1,,0,0,,2018/19
343,344,Gorazd Škof,HCE,Goalkeeper,33,,0,0,,2018/19
344,345,Finn Zecher,TBV,Goalkeeper,6,,0,0,,2018/19
345,346,Fredrik Genz,BER,Goalkeeper,6,,0,0,,2018/19
346,347,Felix Weißer,FAG,Left Wing,5,,,,,2018/19
347,348,Nikola Marinovic,WET,Goalkeeper,13,,0,0,,2018/19
348,349,Justus Richtzenhain,GWD,Pivot,3,,,,,2018/19
349,350,Nick Lehmann,TVB,Goalkeeper,5,,,,,2018/19
350,351,Nick Haspinger,TVB,unknown,1,,,,,2018/19
351,352,Martin Kienzle,TVB,Left Wing,3,,0,0,,2018/19
352,353,Jonas Schletterer,HCE,Right Back,4,,,,,2018/19
353,354,Fabian Meyfarth,GWD,Goalkeeper,1,,,,,2018/19
354,355,Moritz Jebram,TBV,Pivot,5,,,,,2018/19
355,356,Linus Geis,TBV,Left Back,3,,0,0,,2018/19
356,357,Malte Donker,HAN,Right Back,9,,0,0,,2018/19
357,358,Johannes Haymo Jepsen,SGF,Goalkeeper,2,,,,,2018/19
358,359,Leon Hoblaj,LUD,Goalkeeper,3,,0,0,,2018/19
359,360,Justin Kurch,SCM,Pivot,3,,,,,2018/19
360,361,Rasmus Ots,BHC,Goalkeeper,4,,0,0,,2018/19
361,362,Ian Weber,WET,Centre Back,1,,0,0,,2018/19
362,363,Domagoj Srsen,HAN,Pivot,34,,0,0,,2018/19
363,364,Simon Strakeljahn,GWD,Centre Back,5,,0,1,0.00 %,2018/19
364,365,Torbjørn Bergerud,SGF,Goalkeeper,32,,0,0,,2018/19
365,366,Jane Cvetkovski,WET,Goalkeeper,2,,0,0,,2018/19
366,367,Rolando Urios González,BER,Pivot,2,,0,0,,2018/19
367,368,Jan Guretzky,LEI,Goalkeeper,3,,0,0,,2018/19
368,369,Timo Löser,LEI,Left Back,9,,0,1,0.00 %,2018/19
369,370,Julius Franz Porath,BER,Left Wing,2,,,,,2018/19
370,371,Lorenz Maidl,HCE,Left Wing,1,,,,,2018/19
371,372,Philipp Harnacke,TBV,Goalkeeper,1,,,,,2018/19
372,373,Petar Juric,HAN,Left Back,2,,,,,2018/19
373,374,Matej Asanin,LUD,Goalkeeper,13,,0,0,,2018/19
374,375,Bastien Genty,BER,Right Wing,6,,0,1,0.00 %,2018/19
375,376,Can Adanir,RNL,Goalkeeper,6,,0,0,,2018/19
376,377,Luka Baumgart,SCM,Left Back,3,,0,0,,2018/19
377,378,Tim Ganz,RNL,Right Wing,2,,0,0,,2018/19
378,379,Yannick Danneberg,SCM,Right Back,1,,,,,2018/19
379,380,Tomas Piroch,MTM,Right Back,1,,,,,2018/19
380,381,Jona Gruber,MTM,Pivot,3,,0,0,,2018/19
381,382,Julian Damm,MTM,Pivot,3,,,,,2018/19
382,383,Alexander Reimann,SCM,Left Wing,1,,,,,2018/19
383,384,Luis Plymford Foege,TVB,unknown,10,,0,1,0.00 %,2018/19
384,385,Louis Jannes,TBV,Goalkeeper,1,,,,,2018/19
385,386,Julius Meyer-Siebert,LEI,Left Back,6,,0,0,,2018/19
386,387,Nicolas Neumann,LEI,Left Wing,1,,,,,2018/19
387,388,Philipp Ahouansou,RNL,Left Back,1,,,,,2018/19
388,389,Tom Kiesler,GUM,Left Back,3,,,,,2018/19
389,390,Felix Wernlein,HAN,Goalkeeper,1,,,,,2018/19
390,391,Leon Grabenstein,GWD,Goalkeeper,3,,0,0,,2018/19
391,392,Oliver Seidler,LEI,Pivot,5,,0,1,0.00 %,2018/19
392,393,Dominik Keim,TVB,unknown,2,,0,0,,2018/19
393,394,Jürgen Müller,SGB,Goalkeeper,34,,0,2,0.00 %,2018/19
394,395,Sergey Gorpishin,HCE,Pivot,14,,,,,2018/19
395,396,Yannik Wissmann,TVB,Left Wing,3,,,,,2018/19
